WRB_PHASES,WRB4,WRB2,FAO90,ROOT_DEPTH,PHASE1,PHASE2,ROOTS,IL,SWR,DRAINAGE,AWC,ADD_PROP,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
STlv,STlv,ST,LVj,1.0,,,1.0,1.0,3.0,P,175.0,0.0,D1,0,20,9,25,53,22,7.0,M,1.46,1.73,1.801,5.8000002,1.5700001,11,15,51,14,12,65,26,3,0.0,0.1,0
ANum,ANum,AN,ANu,1.0,,,1.0,1.0,1.0,MW,139.0,0.0,D1,0,20,17,36,45,19,9.0,M,0.86000001,1.6900001,9.033,5.3000002,5.5100002,19,42,96,11,8,20,38,1,0.0,0.0,0
CMkkeu,,CM,CMe,,1.0,0.0,,,0.0,MW,,0.0,D6,100,150,21,44,36,20,9.0,M,1.59,1.71,0.255,6.9000001,0.47,6,13,55,19,18,93,0,3,6.3000002,2.5999999,1
CMeu,CMeu,CM,CMe,,,,1.0,1.0,1.0,MW,,2.0,D5,80,100,29,49,36,15,9.0,M,1.62,1.62,0.25400001,6.8000002,0.43000001,9,11,74,10,9,90,0,2,4.0999999,2.5,1
FLdy,FLdy,FL,FLd,,,,,,,MW,,0.0,D7,150,200,41,63,30,7,11.0,M,1.38,1.37,0.375,5.8000002,0.46000001,12,4,69,4,4,77,39,3,0.0,1.3,0
HScr,CRhi,CR,HSi,,,,5.0,1.0,2.0,VP,,2.0,D5,80,100,37,42,45,13,9.0,M,0.37,1.5700001,32.637001,5.3000002,11.81,16,48,74,16,30,46,12,2,0.0,0.0,2
AR,AR,AR,ARh,,,,3.0,3.0,4.0,SE,,0.0,D3,40,60,6,88,8,4,12.0,C,1.5700001,1.2,0.147,6.4000001,0.16,7,2,68,3,4,77,0,4,0.0,0.30000001,0
CMeu,CMeu,CM,CMe,,,,,,,MW,,0.0,D4,60,80,22,42,36,22,9.0,M,1.5700001,1.74,0.37599999,6.8000002,0.61000001,7,14,61,18,17,84,0,3,0.0,1.3,1
GLdy,GLdy,GL,GLd,,,,5.0,1.0,1.0,VP,,2.0,D7,150,200,14,45,26,29,5.0,M,1.67,1.84,0.30500001,5.4000001,0.62,8,8,28,6,6,54,14,1,0.0,0.0,0
LVcr,LVcr,LV,LVx,,,,3.0,1.0,1.0,MW,,0.0,D5,80,100,8,31,29,40,3.0,F,1.61,1.9400001,0.35100001,6.5999999,0.56,7,18,43,20,17,85,0,1,0.0,1.7,1
GLum,GLum,GL,GLu,,,,,,,VP,,0.0,D4,60,80,16,31,24,45,3.0,F,1.53,1.98,1.073,5.0,1.05,11,19,34,8,6,32,29,3,0.0,0.0,0
CMdy,CMdy,CM,CMd,,,,2.0,1.0,,MW,,0.0,D7,150,200,26,48,34,18,9.0,M,1.6,1.6799999,0.31600001,5.4000001,0.51999998,6,9,43,6,5,47,34,3,0.0,14.4,1
NTro,NTro,NT,NTr,1.0,,,,,,MW,162.0,3.0,D1,0,20,2,29,25,46,3.0,F,1.27,1.98,1.825,5.8000002,1.87,9,15,20,13,11,67,8,2,0.0,0.0,0
GLeu,GLeu,GL,GLe,,,,5.0,2.0,3.0,P,,0.0,D7,150,200,4,58,29,13,11.0,M,1.61,1.58,0.26800001,6.8000002,0.56999999,6,14,53,25,21,95,0,5,17.1,0.1,1
UMcm,UMcm,UM,CMu,,,,0.0,0.0,,MW,,0.0,D3,40,60,22,45,33,22,9.0,M,1.21,1.75,1.636,5.3000002,1.3200001,12,16,62,8,4,25,51,1,0.0,2.8,0
AR,AR,AR,ARh,,,,1.0,1.0,2.0,SE,,0.0,D7,150,200,11,85,9,6,12.0,C,1.6,1.34,0.10399999,5.5999999,0.19,8,2,42,3,3,79,6,7,0.0,0.0,0
RTeu,RTeu,RT,PDe,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,6,53,29,18,11.0,M,1.72,1.6799999,0.117,6.6999998,0.20999999,10,9,50,22,22,95,0,2,0.0,0.1,1
RGdy,RGdy,RG,RGd,,,,3.0,1.0,1.0,MW,,0.0,D3,40,60,19,59,29,12,11.0,M,1.59,1.55,0.419,5.0999999,0.67000002,7,5,37,4,2,44,33,1,0.0,3.0,1
CLha,,CL,CLh,,0.0,0.0,,,0.0,MW,,0.0,D6,100,150,22,30,41,29,5.0,M,1.53,1.83,0.123,8.3999996,0.34,7,18,54,56,56,100,0,6,33.900002,3.8,2
KSha,KSha,KS,KSh,,,,1.0,1.0,,MW,,0.0,D3,40,60,15,38,40,22,9.0,M,1.51,1.74,0.63999999,7.3000002,0.81,8,18,76,26,26,99,0,2,9.6000004,1.6,0
CMfl,CMfl,CM,CMo,,,,,,,MW,,0.0,D5,80,100,14,41,25,34,5.0,M,1.23,1.89,0.30399999,5.0999999,0.44,7,6,15,3,3,32,44,2,0.0,3.0,0
PHlv,PHlv,PH,PHl,,,,,,,MW,,0.0,D2,20,40,22,37,24,39,5.0,F,1.4299999,1.9299999,1.214,7.0,0.97000003,12,27,57,22,25,89,0,1,0.69999999,0.1,0
ACha,ACha,AC,ACh,,,,,,,MW,,0.0,D3,40,60,13,26,46,28,5.0,M,1.64,1.8099999,0.301,4.9000001,0.52999997,7,8,24,6,3,40,32,1,0.0,0.0,0
GLeu,GLeu,GL,GLe,,,,2.0,3.0,3.0,VP,,0.0,D3,40,60,10,23,44,33,5.0,M,1.29,1.87,0.62,6.6999998,0.80000001,8,17,53,21,19,89,0,4,0.0,0.1,0
LXkk,LXha,LX,LXh,1.0,18.0,0.0,,,0.0,MW,145.0,0.0,D1,0,20,6,65,14,21,10.0,M,1.4400001,1.74,1.0779999,6.1999998,0.94999999,11,8,23,7,6,82,0,2,0.0,0.0,0
GLcc,,GL,GLk,,0.0,0.0,,,0.0,P,,0.0,D2,20,40,14,50,33,17,9.0,M,1.5599999,1.66,0.68000001,7.1999998,0.93000001,10,9,51,28,28,100,0,3,19.700001,0.1,1
KScc,KScc,KS,KSk,,0.0,0.0,,,0.0,MW,,0.0,D3,40,60,4,26,39,35,5.0,F,1.5599999,1.89,0.78799999,8.1000004,0.74000001,8,20,46,57,57,100,0,2,30.799999,1.6,0
FRxa,FRxa,FR,FRx,,,,,,,MW,,3.0,D2,20,40,4,50,10,40,8.0,F,1.28,1.95,0.74299997,4.5999999,0.64999998,11,5,7,2,1,11,17,2,0.0,0.0,0
GY,GY,GY,GY,,,,,,,MW,,3.0,D3,40,60,3,45,36,19,9.0,M,1.37,1.7,0.205,8.1000004,0.38999999,7,8,34,174,174,100,0,31,13.7,47.599998,3
ARqg,ARqg,AR,ARl,,,,1.0,1.0,2.0,MW,,0.0,D6,100,150,4,87,5,8,12.0,C,1.49,1.4299999,0.082999997,6.0,0.1,8,3,33,4,3,80,0,5,0.0,0.0,0
ACha,ACha,AC,ACh,,,,,,,MW,,0.0,D2,20,40,9,73,11,16,11.0,C,1.5,1.66,0.26199999,5.0,0.31999999,9,3,15,2,2,40,27,2,0.0,0.0,0
CRra ,CRra ,CR,GLi,,,,,,2.0,P,,2.0,D7,150,200,34,42,35,23,9.0,M,1.5599999,1.76,0.34799999,6.1999998,0.63,9,11,45,16,15,77,0,4,0.0,0.0,1
LVkk,LVha,LV,LVh,1.0,1.0,0.0,,,,MW,146.0,0.0,D1,0,20,15,64,20,16,11.0,M,1.53,1.65,0.64399999,7.0,0.73000002,10,12,64,15,15,94,0,2,1.7,0.1,1
LPkkum,LPum,LP,LPu,3.0,1.0,,,,,I,37.0,0.0,D1,0,20,12,48,29,23,9.0,M,0.93000001,1.76,5.198,4.9000001,4.9000001,14,18,44,5,3,29,14,1,0.0,0.30000001,1
ARbr,ARbr,AR,ARb,1.0,,,,,3.0,SE,89.0,0.0,D1,0,20,1,89,7,4,12.0,C,1.55,1.2,0.65600002,6.0999999,0.47,14,5,57,4,4,70,0,2,0.0,0.1,0
ANdy ,ANdy ,AN,AN,,,,,,,MW,,0.0,D3,40,60,35,54,35,11,11.0,M,1.08,1.52,0.60300004,7.0999999,0.50999999,11,21,129,27,27,89,0,3,19.9,0.1,2
STrt,STrt,ST,PDj,,,,1.0,3.0,1.0,P,,0.0,D4,60,80,8,27,48,25,9.0,M,1.5599999,1.78,0.24000001,5.4000001,0.25,8,13,40,12,9,79,18,1,0.0,0.0,0
GLdy,GLdy,GL,GLd,3.0,,,1.0,4.0,1.0,VP,44.0,0.0,D1,0,20,2,35,35,30,5.0,M,1.1,1.84,2.885,5.0,2.1700001,12,16,25,8,7,39,28,1,0.0,0.0,1
CMeu,CMeu,CM,CMe,,,,1.0,2.0,3.0,MW,,0.0,D6,100,150,29,51,35,14,9.0,M,1.64,1.6,0.211,6.9000001,0.41,7,10,70,13,10,91,0,2,7.4000001,2.5999999,1
STlv,STlv,ST,LVj,,,,1.0,4.0,2.0,P,,0.0,D7,150,200,6,32,40,28,5.0,M,1.85,1.8200001,0.21300001,7.9000001,0.46000001,7,11,36,36,36,99,0,2,26.5,1.1,2
SCha,SCha,SC,SCh,1.0,,,,,,MW,87.0,0.0,D1,0,20,10,43,32,25,9.0,M,1.45,1.79,0.68400002,8.1000004,0.81,11,17,52,44,44,99,0,38,9.8000002,1.8,16
ARse ,ARse ,AR,ARo,,,,,,,SE,,0.0,D5,80,100,5,85,7,8,12.0,C,1.54,1.4299999,0.20299999,5.4000001,0.23,11,2,13,1,1,28,6,2,0.0,1.3,0
CMca,CMca,CM,CMc,,,,0.0,0.0,0.0,MW,,3.0,D6,100,150,12,42,38,20,9.0,M,1.53,1.71,0.257,8.3000002,0.37,8,13,60,50,50,98,0,15,18.6,6.4000001,1
PZal,PZal,PZ,PZh,,,,2.0,1.0,1.0,MW,,0.0,D6,100,150,26,66,28,6,11.0,C,1.79,1.3200001,0.125,5.5999999,0.28,8,5,57,4,4,59,12,2,0.0,0.0,0
CRha,CRha,CR,RGi,1.0,,,0.0,0.0,1.0,MW,107.0,2.0,D1,0,20,42,69,21,10,11.0,C,1.38,1.5,0.60500002,7.6999998,0.74000001,16,33,54,23,25,77,0,2,7.9000001,2.9000001,1
ARqg,ARqg,AR,ARl,,,,3.0,1.0,2.0,MW,,0.0,D3,40,60,3,88,6,6,12.0,C,1.48,1.34,0.215,5.9000001,0.18000001,8,2,30,3,3,76,6,4,0.0,0.30000001,0
AR,AR,AR,ARh,,,,,,1.0,SE,,0.0,D3,40,60,16,88,8,4,12.0,C,1.51,1.2,0.23699999,6.0,0.28,10,3,45,3,3,79,6,4,0.0,0.30000001,0
UMcm,UMcm,UM,CMu,,,,5.0,2.0,4.0,MW,,0.0,D5,80,100,35,54,34,12,11.0,M,1.45,1.55,0.491,6.0,0.63,9,11,78,12,9,69,0,1,0.0,2.5,0
PHlv,PHlv,PH,PHl,,,,3.0,1.0,1.0,MW,,0.0,D3,40,60,9,26,34,40,3.0,F,1.49,1.9299999,0.86499995,6.5,0.95999998,9,25,56,22,22,85,0,2,0.0,0.1,0
NTkk,NT,NT,NTh,,18.0,0.0,,,0.0,MW,,0.0,D7,150,200,23,29,23,48,3.0,F,1.33,2.0,0.18700001,5.0,0.34999999,7,8,18,8,4,46,6,4,0.0,0.0,0
GLccqs,GLcc,GL,GLk,,19.0,11.0,,,0.0,P,,0.0,D3,40,60,14,49,32,19,9.0,M,1.66,1.7,0.41399997,7.6999998,0.58999997,8,8,44,26,26,99,0,4,22.700001,0.2,0
FLdy,FLdy,FL,FLd,,,,5.0,1.0,3.0,MW,,0.0,D5,80,100,38,49,41,10,9.0,M,1.4,1.48,0.47800002,5.8000002,0.63999999,7,7,60,3,4,59,35,2,0.0,1.4,2
LVcr,LVcr,LV,LVx,,,,2.0,1.0,2.0,MW,,0.0,D5,80,100,8,31,29,40,3.0,F,1.61,1.9400001,0.35100001,6.5999999,0.56,7,18,43,20,17,85,0,1,0.0,1.7,1
LVlecrkk,LVcr,LV,LVx,3.0,2.0,1.0,3.0,1.0,1.0,MW,41.0,3.0,D1,0,20,11,37,33,30,5.0,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0.0,0.1,1
HSfi,HSfi,HS,HSf,,,,,,,VP,,0.0,D2,20,40,8,30,36,34,5.0,M,0.34999999,1.88,38.515999,4.1999998,11.62,25,78,63,43,41,54,4,1,0.0,0.0,1
PTflsk,PTflsk,PT,FRp,,20.0,0.0,,,0.0,P,,0.0,D2,20,40,4,39,14,47,3.0,F,1.51,2.0,0.92500001,4.9000001,0.88,12,8,9,3,3,20,18,2,0.0,0.0,0
FLca,FLca,FL,FLc,,,,1.0,1.0,1.0,MW,,0.0,D4,60,80,5,40,38,22,9.0,M,1.41,1.74,0.39000002,8.1000004,0.41999999,9,13,54,30,29,100,0,3,17.0,1.9,4
RTeu,RTeu,RT,PDe,,,,1.0,2.0,1.0,MW,,0.0,D2,20,40,3,45,40,15,9.0,M,1.5700001,1.62,0.50300002,5.8000002,0.47999999,10,9,51,10,10,79,4,1,0.0,0.0,0
SNcc,SNcc,SN,SNk,,,,,,,MW,,3.0,D7,150,200,13,47,30,23,9.0,M,1.62,1.76,0.10700001,8.6000004,0.19,7,17,81,48,48,100,0,50,10.1,2.5,7
CLptye,CLpt,CL,CLp,1.0,22.0,,,,,MW,122.0,0.0,D1,0,20,19,58,24,18,11.0,M,1.42,1.6900001,0.72600001,8.1000004,0.88,9,14,61,32,32,100,0,3,18.299999,0.30000001,0
CRra ,CRra ,CR,GLi,,,,4.0,4.0,1.0,P,,2.0,D3,40,60,1,32,50,18,7.0,M,1.51,1.67,1.212,6.0,0.88,15,14,72,16,14,77,0,2,0.0,0.0,0
GLmo,GLmo,GL,GLm,,,,1.0,1.0,3.0,VP,,0.0,D2,20,40,5,26,42,32,5.0,M,1.3200001,1.86,1.8329999,6.6999998,1.78,9,23,51,26,19,87,0,4,0.0,0.1,1
PZgl,PZgl,PZ,PZg,,,,1.0,1.0,,P,,0.0,D4,60,80,15,70,24,6,11.0,C,1.6799999,1.3200001,0.50100005,5.3000002,0.17,17,6,58,13,12,55,35,2,0.0,0.0,0
CRra ,CRra ,CR,GLi,,,,1.0,1.0,2.0,P,,0.0,D3,40,60,1,32,50,18,7.0,M,1.51,1.67,1.212,6.0,0.88,15,14,72,16,14,77,0,2,0.0,0.0,0
LVcr,LVcr,LV,LVx,,,,2.0,1.0,,MW,,0.0,D7,150,200,4,36,33,31,5.0,M,1.55,1.86,0.175,6.4000001,0.60000002,5,13,50,12,12,80,0,2,0.0,1.1,2
GLum,GLum,GL,GLu,,,,3.0,2.0,4.0,P,,0.0,D7,150,200,2,60,21,19,11.0,M,1.59,1.71,0.463,5.1999998,0.54000002,11,8,22,7,6,58,13,2,0.0,0.0,0
PZrs,PZrs,PZ,PZf,,,,4.0,4.0,1.0,MW,,0.0,D2,20,40,43,73,20,7,11.0,C,1.24,1.38,1.424,5.4000001,1.0599999,13,6,69,4,2,19,54,1,0.0,0.0,0
PHha,PHha,PH,PHh,,,,1.0,1.0,3.0,MW,,3.0,D2,20,40,5,28,45,27,9.0,M,1.47,1.8,1.431,6.4000001,1.38,10,21,62,22,21,92,0,1,0.0,0.0,0
GLeu,GLeu,GL,GLe,,,,3.0,4.0,2.0,VP,,0.0,D3,40,60,5,37,34,29,5.0,M,1.55,1.83,0.509,6.8000002,0.76999998,8,11,38,17,16,85,0,1,0.0,0.1,0
CMeu,CMeu,CM,CMe,,,,1.0,2.0,2.0,MW,,0.0,D4,60,80,22,42,36,22,9.0,M,1.5700001,1.74,0.37599999,6.8000002,0.61000001,7,14,61,18,17,84,0,3,0.0,1.3,1
GLum,GLum,GL,GLu,,,,1.0,1.0,3.0,P,,0.0,D4,60,80,9,48,26,26,10.0,M,1.53,1.8,0.91299999,5.1999998,0.91000003,12,10,24,6,3,37,20,2,0.0,0.0,0
PZgl,PZgl,PZ,PZg,,,,3.0,1.0,1.0,P,,0.0,D7,150,200,34,92,5,3,12.0,C,1.72,1.11,0.20899999,4.9000001,0.18000001,20,2,41,3,3,58,10,3,0.0,0.0,0
CHha,CHha,CH,CHh,,,,1.0,1.0,3.0,MW,,0.0,D5,80,100,28,37,41,22,9.0,M,1.51,1.74,0.49899998,7.4000001,0.75,8,17,73,27,27,96,0,2,10.7,2.7,2
UMcm,UMcm,UM,CMu,1.0,,,,,,MW,144.0,0.0,D1,0,20,17,44,34,22,9.0,M,0.99000001,1.75,5.9229999,5.0999999,3.6900001,15,27,48,12,7,29,40,1,0.0,1.6,1
PZal,PZal,PZ,PZh,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,26,70,24,6,11.0,C,1.83,1.3200001,0.10599999,5.6999998,0.31,11,4,55,4,4,67,10,2,0.0,0.0,0
GYha,GYha,GY,GYh,,,,,,,MW,,0.0,D7,150,200,4,44,38,18,9.0,M,1.4299999,1.6799999,0.15800001,8.1000004,0.20999999,6,7,30,197,197,100,0,38,13.7,34.5,3
HScr,CRhi,CR,HSi,,,,,,1.0,VP,,0.0,D5,80,100,37,42,45,13,9.0,M,0.37,1.5700001,32.637001,5.3000002,11.81,16,48,74,16,30,46,12,2,0.0,0.0,2
CLlv,CLlv,CL,CLl,,,,,,,MW,,3.0,D5,80,100,18,52,26,22,10.0,M,1.58,1.75,0.20699999,8.3000002,0.34999999,6,14,62,48,48,100,0,12,19.6,3.4000001,1
VRha,VRha,VR,VRe,,,,1.0,3.0,1.0,P,,0.0,D4,60,80,5,12,30,58,3.0,F,1.8099999,2.05,0.68599999,7.5,0.83999997,8,41,68,49,48,99,0,4,2.9000001,3.4000001,1
SNha,SNha,SN,SNh,,,,,,,MW,,0.0,D7,150,200,17,58,17,25,10.0,M,1.62,1.8,0.199,7.5,0.23999999,7,14,53,45,44,100,0,28,5.8000002,1.8,7
PZal,PZal,PZ,PZh,,,,3.0,1.0,2.0,MW,,0.0,D5,80,100,25,65,29,6,11.0,C,1.73,1.3200001,0.20199999,5.5,0.34,9,5,57,4,4,52,16,2,0.0,0.0,0
CMca,CMca,CM,CMc,,,,,,1.0,MW,,0.0,D5,80,100,16,42,37,21,9.0,M,1.5599999,1.73,0.29100001,8.3000002,0.41999999,8,13,57,48,48,98,0,6,19.1,2.7,0
CMcrkk,CMcr,CM,CMx,,18.0,0.0,,,0.0,MW,,0.0,D2,20,40,12,41,25,34,5.0,M,1.34,1.89,0.80900002,6.5999999,0.81,10,17,43,17,16,82,0,2,0.0,1.3,1
GLeu,GLeu,GL,GLe,,,,2.0,1.0,2.0,VP,,0.0,D6,100,150,11,22,50,28,5.0,M,1.49,1.8099999,0.34200001,7.1999998,0.57999998,6,15,55,22,22,99,0,5,2.0,0.1,2
GLeu,GLeu,GL,GLe,,,,3.0,4.0,2.0,P,,0.0,D7,150,200,4,58,29,13,11.0,M,1.61,1.58,0.26800001,6.8000002,0.56999999,6,14,53,25,21,95,0,5,17.1,0.1,1
CMeu,CMeu,CM,CMe,,,,3.0,1.0,3.0,MW,,0.0,D2,20,40,15,41,38,21,9.0,M,1.48,1.73,0.792,6.5999999,0.86000001,9,14,56,15,14,83,0,2,0.0,1.5,0
PLeu,PLeu,PL,PLe,,,,,,,P,,0.0,D4,60,80,2,39,27,34,5.0,M,1.4299999,1.89,0.315,6.8000002,0.38,8,19,52,15,14,87,0,5,0.0,0.1,1
CHcc,CHcc,CH,CHk,,,,1.0,1.0,3.0,MW,,0.0,D2,20,40,5,28,43,29,5.0,M,1.38,1.83,1.647,7.5999999,1.6,10,24,64,34,34,99,0,1,12.3,2.9000001,1
ARbr,ARbr,AR,ARb,,,,0.0,1.0,3.0,SE,,0.0,D2,20,40,1,90,6,4,12.0,C,1.6,1.2,0.333,6.1999998,0.28,13,4,68,3,2,70,0,2,0.0,0.1,0
CMeu,CMeu,CM,CMe,,,,1.0,1.0,,MW,,0.0,D2,20,40,15,41,38,21,9.0,M,1.48,1.73,0.792,6.5999999,0.86000001,9,14,56,15,14,83,0,2,0.0,1.5,0
CMca,CMca,CM,CMc,1.0,,,,,,MW,173.0,3.0,D1,0,20,4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1
ACkk,,AC,ACh,,1.0,0.0,,,0.0,MW,,0.0,D7,150,200,9,49,21,30,10.0,M,1.63,1.85,0.093000002,5.0,0.34999999,5,6,19,4,2,28,53,2,0.0,0.0,0
CMgl,CMgl,CM,CMg,1.0,,,1.0,2.0,1.0,P,160.0,0.0,D1,0,20,9,33,47,20,9.0,M,1.26,1.7,2.925,5.9000001,3.21,12,22,41,16,14,67,24,1,0.0,1.6,1
KSccqs,KScc,KS,KSk,,19.0,11.0,,,0.0,MW,,0.0,D4,60,80,20,24,42,34,5.0,M,1.55,1.88,0.56199998,8.1000004,0.46000001,8,18,44,57,57,100,0,2,38.0,1.6,0
LXfr,LXfr,LX,LXf,,,,,,,MW,,0.0,D4,60,80,6,60,12,28,10.0,M,1.5,1.84,0.28399998,6.0999999,0.28,9,6,18,5,5,81,0,2,0.0,0.0,0
CMvr,CMvr,CM,CMv,,,,,,,MW,,3.0,D5,80,100,5,26,27,47,3.0,F,1.45,1.99,0.36400002,8.0,0.69,10,30,67,39,38,95,0,11,6.8000002,2.4000001,1
LVab,LVab,LV,LVa,,,,1.0,1.0,1.0,MW,,0.0,D6,100,150,15,43,34,23,9.0,M,1.67,1.76,0.17,6.9000001,0.41,6,14,61,22,23,95,0,2,11.7,0.60000002,1
LXha,LXha,LX,LXh,,,,1.0,1.0,2.0,MW,,0.0,D7,150,200,10,51,18,31,10.0,M,1.62,1.87,0.093000002,5.5999999,0.40000001,5,6,18,5,5,68,11,2,0.0,0.0,0
CRha,CRha,CR,RGi,,,,5.0,1.0,1.0,MW,,0.0,D5,80,100,29,36,45,19,9.0,M,1.45,1.6900001,1.2149999,7.0999999,0.83999997,10,10,70,16,15,95,0,8,10.4,2.3,1
CMkkca,CMca,CM,CMc,,1.0,0.0,,,0.0,MW,,0.0,D6,100,150,17,26,43,31,5.0,M,1.65,1.85,0.18200001,8.1000004,0.46000001,6,17,51,52,52,100,0,14,20.799999,5.9000001,1
STlv,STlv,ST,LVj,,,,1.0,3.0,2.0,P,,3.0,D5,80,100,7,31,39,30,5.0,M,1.75,1.84,0.2,7.0999999,0.44,6,15,46,27,25,92,0,2,16.6,0.30000001,1
PLum,PLum,PL,PLu,,,,,,,P,,0.0,D7,150,200,7,44,22,34,5.0,M,1.64,1.89,0.146,6.6999998,0.38,6,16,45,17,15,76,0,5,0.0,0.1,1
LP,LP,LP,LP,3.0,,,,,,I,38.0,,D1,0,20,14,45,32,23,9.0,M,1.11,1.76,3.6369998,6.3000002,2.72,12,22,52,20,17,66,0,1,0.0,0.30000001,1
RTdy,RTdy,RT,PDd,,,,1.0,2.0,1.0,MW,,0.0,D7,150,200,4,32,44,24,9.0,M,1.75,1.77,0.094999999,5.0999999,0.28,7,11,45,9,7,70,30,8,0.0,0.0,0
CMdy,CMdy,CM,CMd,,,,,,3.0,MW,,0.0,D5,80,100,27,57,34,9,11.0,M,1.65,1.45,0.23199999,5.5999999,0.36000001,11,6,50,4,4,57,32,2,0.0,2.5,0
RGdy,RGdy,RG,RGd,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,24,39,38,23,9.0,M,1.83,1.76,0.801,6.3000002,0.62,11,13,48,15,14,96,0,5,0.0,2.3,1
FLeu,FLeu,FL,FLe,,,,1.0,0.0,2.0,I,,0.0,D7,150,200,18,31,41,28,5.0,M,1.58,1.8200001,0.45199999,7.4000001,0.73000002,11,20,70,25,26,100,0,2,3.0,1.3,2
FLca,FLca,FL,FLc,,,,,,,MW,,3.0,D7,150,200,10,40,40,20,9.0,M,1.6799999,1.71,0.31,7.9000001,0.44999999,7,18,65,35,32,97,0,4,9.8999996,1.8,3
HSfi,HSfi,HS,HSf,,,,1.0,1.0,0.0,VP,,0.0,D7,150,200,21,57,28,15,11.0,M,0.20999999,1.63,36.980999,4.5,11.53,27,48,65,43,28,98,1,39,0.0,0.0,0
VRha,VRha,VR,VRe,,,,1.0,1.0,3.0,P,,0.0,D6,100,150,3,13,33,54,3.0,F,1.8099999,2.03,0.421,7.6999998,0.62,7,38,71,53,50,100,0,8,3.4000001,1.5,1
VRha,VRha,VR,VRe,,,,1.0,1.0,1.0,P,,0.0,D6,100,150,3,11,35,54,3.0,F,1.6799999,2.02,0.551,7.9000001,0.72000003,7,39,66,64,64,100,0,14,4.6999998,1.7,2
CMkkca,,CM,CMc,1.0,1.0,0.0,,,0.0,MW,168.0,0.0,D1,0,20,5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1
FLdy,FLdy,FL,FLd,,,,5.0,1.0,1.0,MW,,2.0,D7,150,200,33,58,27,15,11.0,M,1.49,1.63,0.42699999,5.4000001,0.46000001,12,5,42,3,3,50,39,3,0.0,1.3,0
LVgl,LVgl,LV,LVg,,,,1.0,1.0,1.0,P,,0.0,D3,40,60,2,25,43,32,5.0,M,1.7,1.86,0.37900001,5.8000002,0.62,7,18,52,16,15,75,23,5,0.0,0.1,1
CRra ,CRra ,CR,GLi,,,,4.0,4.0,1.0,P,,0.0,D5,80,100,27,35,55,10,7.0,M,1.48,1.47,0.73100001,6.1999998,0.75,11,9,71,8,7,64,0,2,0.0,0.0,1
CLha,CLha,CL,CLh,,,,,,,MW,,0.0,D2,20,40,14,45,33,22,9.0,M,1.46,1.75,0.54000002,8.3000002,0.62,8,14,55,44,44,100,0,4,20.0,1.5,1
STmo,STmo,ST,PHj,,,,1.0,1.0,,P,,0.0,D5,80,100,12,26,33,41,3.0,F,1.37,1.9400001,0.43000001,6.9000001,0.60000002,8,23,50,24,24,95,0,6,11.3,0.1,0
RTgl,RTgl,RT,PDg,,,,,,1.0,P,,0.0,D7,150,200,3,46,30,24,9.0,M,1.74,1.78,0.097000003,6.0999999,0.23999999,10,14,64,24,14,97,0,3,0.0,0.0,1
RGca,RGca,RG,RGc,,,,3.0,3.0,,MW,,0.0,D7,150,200,17,29,47,24,9.0,M,1.5700001,1.76,0.18099999,8.1999998,0.36000001,6,16,71,51,51,100,0,13,12.9,2.4000001,3
CMdy,CMdy,CM,CMd,1.0,,,,,2.0,MW,130.0,0.0,D1,0,20,14,43,46,11,9.0,M,1.1799999,1.51,4.7080002,5.0999999,3.0699999,16,18,54,9,6,34,33,1,0.0,1.6,1
GLar,GLar,GL,ARg,,,,1.0,1.0,,P,,0.0,D3,40,60,16,94,4,2,12.0,C,1.5700001,0.97000003,0.14299999,6.1999998,0.30000001,8,2,27,4,3,70,0,13,0.0,0.30000001,0
SCmo,SCmo,SC,SCm,,,,,,,MW,,0.0,D2,20,40,19,61,23,16,11.0,M,1.41,1.65,0.24600001,8.6999998,0.28999999,9,6,44,63,62,99,0,18,10.7,8.6000004,15
CMcrkk,,CM,CMx,,1.0,0.0,,,0.0,MW,,0.0,D2,20,40,13,30,29,41,3.0,F,1.34,1.95,1.198,6.1999998,0.94999999,10,19,38,22,20,83,0,1,0.0,1.3,0
ALha,ALha,AL,ALh,2.0,,,1.0,3.0,1.0,MW,101.0,0.0,D1,0,20,12,31,50,19,7.0,M,1.4299999,1.6900001,3.6069999,4.9000001,2.6600001,14,14,24,10,7,42,36,1,0.0,0.1,0
LVha,LVha,LV,LVh,,,,3.0,0.0,,MW,,0.0,D3,40,60,12,34,36,30,5.0,M,1.64,1.84,0.40000001,6.0,0.54000002,8,16,49,14,12,75,26,2,0.0,0.1,1
